,id,anchor,target,context,score,input
0,37d61fd2272659b1,abatement,abatement of pollution,A47,0.5,TEXT1: A47; TEXT2: abatement of pollution; ANC1: abatement
431,bb9dc49be3f12f1f,acoustooptic modulator,piezoelectric,H01,0.25,TEXT1: H01; TEXT2: piezoelectric; ANC1: acoustooptic modulator
432,146c3bf3b51d1dfa,acoustooptic modulator,piezoelectric modulator,H01,0.5,TEXT1: H01; TEXT2: piezoelectric modulator; ANC1: acoustooptic modulator
433,e04cd658df7318d2,acoustooptic modulator,sound signal,H01,0.25,TEXT1: H01; TEXT2: sound signal; ANC1: acoustooptic modulator
434,2b8b7c03835b7d6a,acoustooptic modulator,sound waves,H01,0.25,TEXT1: H01; TEXT2: sound waves; ANC1: acoustooptic modulator
435,571c41e5f6360258,acrylate groups,acid groups,D21,0.5,TEXT1: D21; TEXT2: acid groups; ANC1: acrylate groups
436,dc2ad0418edf02f5,acrylate groups,acid units,D21,0.25,TEXT1: D21; TEXT2: acid units; ANC1: acrylate groups
437,609fe13f9be00897,acrylate groups,acrylate,D21,0.5,TEXT1: D21; TEXT2: acrylate; ANC1: acrylate groups
438,47b2ef2867d0c5d6,acrylate groups,acrylate functional groups,D21,0.5,TEXT1: D21; TEXT2: acrylate functional groups; ANC1: acrylate groups
439,29e57b412eaefc27,acrylate groups,acrylate ion,D21,0.5,TEXT1: D21; TEXT2: acrylate ion; ANC1: acrylate groups
440,75320ab4da05f063,acrylate groups,acrylate monomers,D21,0.5,TEXT1: D21; TEXT2: acrylate monomers; ANC1: acrylate groups
441,44838ca1408d4062,acrylate groups,acrylate units,D21,0.75,TEXT1: D21; TEXT2: acrylate units; ANC1: acrylate groups
442,6a302272df355a02,acrylate groups,acrylic acid,D21,0.5,TEXT1: D21; TEXT2: acrylic acid; ANC1: acrylate groups
443,2aca7772d60e9b85,acrylate groups,aryl halide,D21,0.0,TEXT1: D21; TEXT2: aryl halide; ANC1: acrylate groups
444,04645ab8f8440ef2,acrylate groups,carbonyl carbon,D21,0.25,TEXT1: D21; TEXT2: carbonyl carbon; ANC1: acrylate groups
445,412c0283782baf17,acrylate groups,carboxylic acid groups,D21,0.5,TEXT1: D21; TEXT2: carboxylic acid groups; ANC1: acrylate groups
446,f3d5fb05051f8780,acrylate groups,coametic,D21,0.25,TEXT1: D21; TEXT2: coametic; ANC1: acrylate groups
447,75f672cfb24c971a,acrylate groups,comonomer,D21,0.25,TEXT1: D21; TEXT2: comonomer; ANC1: acrylate groups
448,2aca7f3b8f850a30,acrylate groups,contained acrylate groups,D21,0.75,TEXT1: D21; TEXT2: contained acrylate groups; ANC1: acrylate groups
449,30bec6163fc66c8a,acrylate groups,contained acrylate units,D21,0.5,TEXT1: D21; TEXT2: contained acrylate units; ANC1: acrylate groups
450,87cc8a2e91de1b35,acrylate groups,contained functional groups,D21,0.5,TEXT1: D21; TEXT2: contained functional groups; ANC1: acrylate groups
451,4cc46a4c911221aa,acrylate groups,contained functional units,D21,0.25,TEXT1: D21; TEXT2: contained functional units; ANC1: acrylate groups
452,cf4841539c8bb76c,acrylate groups,copolymerized acrylate groups,D21,0.5,TEXT1: D21; TEXT2: copolymerized acrylate groups; ANC1: acrylate groups
453,61749d6da627c2d7,acrylate groups,copolymerized acrylate units,D21,0.5,TEXT1: D21; TEXT2: copolymerized acrylate units; ANC1: acrylate groups
454,fa22460c39ab9d9b,acrylate groups,copolymerized functional groups,D21,0.5,TEXT1: D21; TEXT2: copolymerized functional groups; ANC1: acrylate groups
455,cf81da4d957e3801,acrylate groups,copolymerized functional units,D21,0.25,TEXT1: D21; TEXT2: copolymerized functional units; ANC1: acrylate groups
456,58c50ffeacb6cc7c,acrylate groups,copolymers,D21,0.25,TEXT1: D21; TEXT2: copolymers; ANC1: acrylate groups
457,bcd313b2f1261690,acrylate groups,ester group,D21,0.25,TEXT1: D21; TEXT2: ester group; ANC1: acrylate groups
458,59a893900410eb32,acrylate groups,functional acrylate,D21,0.5,TEXT1: D21; TEXT2: functional acrylate; ANC1: acrylate groups
459,58b641e50fb6cafa,acrylate groups,functional groups,D21,0.5,TEXT1: D21; TEXT2: functional groups; ANC1: acrylate groups
460,678664cac07e41bb,acrylate groups,group discussion,D21,0.0,TEXT1: D21; TEXT2: group discussion; ANC1: acrylate groups
461,8484abb7e90369b4,acrylate groups,group of students,D21,0.0,TEXT1: D21; TEXT2: group of students; ANC1: acrylate groups
462,a5805aecd31c8a3d,acrylate groups,groups,D21,0.5,TEXT1: D21; TEXT2: groups; ANC1: acrylate groups
463,f030009ac7858e1b,acrylate groups,interpolymer invention,D21,0.25,TEXT1: D21; TEXT2: interpolymer invention; ANC1: acrylate groups
464,7e926d0b5d058211,acrylate groups,maleic acid groups,D21,0.0,TEXT1: D21; TEXT2: maleic acid groups; ANC1: acrylate groups
465,3471eb2b93cfa2e6,acrylate groups,medical group,D21,0.0,TEXT1: D21; TEXT2: medical group; ANC1: acrylate groups
466,d48694a8ad555700,acrylate groups,methacrylate,D21,0.5,TEXT1: D21; TEXT2: methacrylate; ANC1: acrylate groups
467,9969c776a7fb414c,acrylate groups,methacrylate groups,D21,0.5,TEXT1: D21; TEXT2: methacrylate groups; ANC1: acrylate groups
468,e75fc86dbafdb7c7,acrylate groups,methacrylate units,D21,0.5,TEXT1: D21; TEXT2: methacrylate units; ANC1: acrylate groups
469,09a1f41e2b865a47,acrylate groups,methyl acrylate,D21,0.5,TEXT1: D21; TEXT2: methyl acrylate; ANC1: acrylate groups
470,7914306bc48a0838,acrylate groups,methyl methacrylate,D21,0.5,TEXT1: D21; TEXT2: methyl methacrylate; ANC1: acrylate groups
471,319b7c6945947a74,acrylate groups,modified acrylates,D21,0.5,TEXT1: D21; TEXT2: modified acrylates; ANC1: acrylate groups
472,957a269530fc9821,acrylate groups,monomers,D21,0.25,TEXT1: D21; TEXT2: monomers; ANC1: acrylate groups
473,07f1cfe84cd4ebdc,acrylate groups,nitro group,D21,0.0,TEXT1: D21; TEXT2: nitro group; ANC1: acrylate groups
474,a503b483ac9afb67,acrylate groups,paper,D21,0.25,TEXT1: D21; TEXT2: paper; ANC1: acrylate groups
475,f35229a01aa432ce,acrylate groups,pendant group,D21,0.0,TEXT1: D21; TEXT2: pendant group; ANC1: acrylate groups
476,35d87b342327bd33,acrylate groups,polymers,D21,0.5,TEXT1: D21; TEXT2: polymers; ANC1: acrylate groups
477,0ac200fd42197ed4,acrylate groups,prop 2 enoates,D21,0.75,TEXT1: D21; TEXT2: prop 2 enoates; ANC1: acrylate groups
478,9b7d39be21417b42,acrylate groups,salts and esters,D21,0.25,TEXT1: D21; TEXT2: salts and esters; ANC1: acrylate groups
479,f0afee8d14f18797,acrylate groups,sheet,D21,0.25,TEXT1: D21; TEXT2: sheet; ANC1: acrylate groups
480,be14b93b6752a57e,acrylate groups,unsaturated groups,D21,0.25,TEXT1: D21; TEXT2: unsaturated groups; ANC1: acrylate groups
481,d334a04b6909c5f6,acrylate groups,unsaturated units,D21,0.25,TEXT1: D21; TEXT2: unsaturated units; ANC1: acrylate groups
482,b4cacc7dd03a25fe,acrylate groups,vinyl group,D21,0.5,TEXT1: D21; TEXT2: vinyl group; ANC1: acrylate groups
483,6105b52e4bcf0abb,activating position,absence,A61,0.0,TEXT1: A61; TEXT2: absence; ANC1: activating position
484,c7fbcaa0df74f102,activating position,activator,A61,0.5,TEXT1: A61; TEXT2: activator; ANC1: activating position
485,94ce7cb98d619bba,activating position,activator position,A61,0.5,TEXT1: A61; TEXT2: activator position; ANC1: activating position
486,a523f84ada6c4d21,activating position,activator site,A61,0.5,TEXT1: A61; TEXT2: activator site; ANC1: activating position
487,47684a747ad281e7,activating position,aperture,A61,0.25,TEXT1: A61; TEXT2: aperture; ANC1: activating position
488,1af618acd3e19f2f,activating position,aperture position,A61,0.25,TEXT1: A61; TEXT2: aperture position; ANC1: activating position
489,eb35f588d63f43be,activating position,aperture site,A61,0.25,TEXT1: A61; TEXT2: aperture site; ANC1: activating position
490,8a118a1fb708fe82,activating position,distal extended position,A61,0.5,TEXT1: A61; TEXT2: distal extended position; ANC1: activating position
491,8e4ce9e5e4c3d307,activating position,distal extended state,A61,0.5,TEXT1: A61; TEXT2: distal extended state; ANC1: activating position
492,c028e7aebb74463a,activating position,distal position,A61,0.5,TEXT1: A61; TEXT2: distal position; ANC1: activating position
493,6e29a7d9311fffe0,activating position,distal state,A61,0.5,TEXT1: A61; TEXT2: distal state; ANC1: activating position
494,79b666bec1fa8478,activating position,initial position,A61,0.5,TEXT1: A61; TEXT2: initial position; ANC1: activating position
495,ac62e311f00a1bb8,activating position,intermediate position,A61,0.5,TEXT1: A61; TEXT2: intermediate position; ANC1: activating position
496,e2451db8769b1a79,activating position,lancing,A61,0.0,TEXT1: A61; TEXT2: lancing; ANC1: activating position
497,c6de1b1fa20e48e2,activating position,lancing configuration,A61,0.0,TEXT1: A61; TEXT2: lancing configuration; ANC1: activating position
498,11028de506fe1d8a,activating position,lancing position,A61,0.25,TEXT1: A61; TEXT2: lancing position; ANC1: activating position
499,f0cd0109ece17b16,activating position,opening,A61,0.25,TEXT1: A61; TEXT2: opening; ANC1: activating position
500,942aaebb8a21b885,activating position,opening position,A61,0.5,TEXT1: A61; TEXT2: opening position; ANC1: activating position
501,7aa290aad3395c15,activating position,proximal distal position,A61,0.5,TEXT1: A61; TEXT2: proximal distal position; ANC1: activating position
502,3a2bf536577be7cc,activating position,proximal extended position,A61,0.5,TEXT1: A61; TEXT2: proximal extended position; ANC1: activating position
503,eebc7703505b77d1,activating position,proximal extended state,A61,0.5,TEXT1: A61; TEXT2: proximal extended state; ANC1: activating position
504,6efac55f99e207be,activating position,retracted position,A61,0.25,TEXT1: A61; TEXT2: retracted position; ANC1: activating position
505,b860ef436f6927c9,activating position,retracted state,A61,0.25,TEXT1: A61; TEXT2: retracted state; ANC1: activating position
506,cac0e7e304e8c739,activating position,use configuration,A61,0.25,TEXT1: A61; TEXT2: use configuration; ANC1: activating position
507,7971eb7713bc423e,activating position,use position,A61,0.5,TEXT1: A61; TEXT2: use position; ANC1: activating position
508,a19cb161e2ec972b,activating position,activated grid position,B65,0.5,TEXT1: B65; TEXT2: activated grid position; ANC1: activating position
509,4f24e6d79cc0c22b,activating position,activated position,B65,1.0,TEXT1: B65; TEXT2: activated position; ANC1: activating position
510,b68de1ed513f26ed,activating position,activating area,B65,0.75,TEXT1: B65; TEXT2: activating area; ANC1: activating position
511,dcbefd3e4809caf6,activating position,activating card,B65,0.0,TEXT1: B65; TEXT2: activating card; ANC1: activating position
512,764d14d6ced9433d,activating position,activating location,B65,0.75,TEXT1: B65; TEXT2: activating location; ANC1: activating position
513,85517b32188f19bd,activating position,activating point,B65,0.75,TEXT1: B65; TEXT2: activating point; ANC1: activating position
514,80f111f091cf8e4d,activating position,activating position,B65,1.0,TEXT1: B65; TEXT2: activating position; ANC1: activating position
515,5a2d76c624091eb7,activating position,activating powder,B65,0.0,TEXT1: B65; TEXT2: activating powder; ANC1: activating position
516,d5098392a50e2b48,activating position,activating spot,B65,0.75,TEXT1: B65; TEXT2: activating spot; ANC1: activating position
517,ce9403320e3959d1,activating position,activation function in neural network,B65,0.0,TEXT1: B65; TEXT2: activation function in neural network; ANC1: activating position
518,f99a2b6f5aac24bc,activating position,activation position,B65,1.0,TEXT1: B65; TEXT2: activation position; ANC1: activating position
519,82cf5fa292fe36aa,activating position,cell position,B65,0.0,TEXT1: B65; TEXT2: cell position; ANC1: activating position
520,996755e2ee778603,activating position,closed configuration,B65,0.25,TEXT1: B65; TEXT2: closed configuration; ANC1: activating position
521,5620e40ce5c84a8e,activating position,closed position,B65,0.5,TEXT1: B65; TEXT2: closed position; ANC1: activating position
522,47ae76bb273ee706,activating position,conveyor chain,B65,0.25,TEXT1: B65; TEXT2: conveyor chain; ANC1: activating position
523,471b36e2ea1b4528,activating position,extended position,B65,0.5,TEXT1: B65; TEXT2: extended position; ANC1: activating position
524,804d81357f95f18c,activating position,heater tray,B65,0.25,TEXT1: B65; TEXT2: heater tray; ANC1: activating position
525,f202e9e69d6cb7a9,activating position,housing,B65,0.25,TEXT1: B65; TEXT2: housing; ANC1: activating position
526,495cefad61f85b00,activating position,knotter operating mechanism,B65,0.25,TEXT1: B65; TEXT2: knotter operating mechanism; ANC1: activating position
527,45aff1c18db5a3fb,activating position,open configuration,B65,0.25,TEXT1: B65; TEXT2: open configuration; ANC1: activating position
528,1254b6ae05df9154,activating position,open point,B65,0.25,TEXT1: B65; TEXT2: open point; ANC1: activating position
529,2b1eedf30b557256,activating position,open position,B65,0.5,TEXT1: B65; TEXT2: open position; ANC1: activating position
530,7e718fd12fbe93eb,activating position,operating position,B65,0.75,TEXT1: B65; TEXT2: operating position; ANC1: activating position
531,6a0b5b6317f400f2,activating position,outer container,B65,0.25,TEXT1: B65; TEXT2: outer container; ANC1: activating position
532,443dcb6d0eb6acf9,activating position,position of thyroid gland,B65,0.0,TEXT1: B65; TEXT2: position of thyroid gland; ANC1: activating position
533,e0b0245fce4860cd,activating position,producing a coil,B65,0.25,TEXT1: B65; TEXT2: producing a coil; ANC1: activating position
534,dbc5964437d57393,activating position,protruding position,B65,0.5,TEXT1: B65; TEXT2: protruding position; ANC1: activating position
535,fe347fa6f0a7b2f5,activating position,sealed package,B65,0.25,TEXT1: B65; TEXT2: sealed package; ANC1: activating position
536,e32524e50636d475,activating position,spinal cord position,B65,0.0,TEXT1: B65; TEXT2: spinal cord position; ANC1: activating position
537,b1d635a8ff2e50eb,activating position,activated,G06,0.5,TEXT1: G06; TEXT2: activated; ANC1: activating position
538,167d7f4323fdf14a,activating position,activated position,G06,1.0,TEXT1: G06; TEXT2: activated position; ANC1: activating position
539,e4942c2650098e48,activating position,activating,G06,0.5,TEXT1: G06; TEXT2: activating; ANC1: activating position
540,7c9540ef0369314d,activating position,activating condition,G06,0.5,TEXT1: G06; TEXT2: activating condition; ANC1: activating position
541,3d63e76d3e204be0,activating position,activating configuration,G06,0.5,TEXT1: G06; TEXT2: activating configuration; ANC1: activating position
542,b5d1c49fb280b4eb,activating position,activating positions,G06,1.0,TEXT1: G06; TEXT2: activating positions; ANC1: activating position
543,730575abd11740c1,activating position,activation,G06,0.5,TEXT1: G06; TEXT2: activation; ANC1: activating position
544,998313afb86d7b3a,activating position,activation condition,G06,0.5,TEXT1: G06; TEXT2: activation condition; ANC1: activating position
545,8a89de538b046f05,activating position,activation configuration,G06,0.5,TEXT1: G06; TEXT2: activation configuration; ANC1: activating position
546,11999f823ace67f2,activating position,activation position,G06,1.0,TEXT1: G06; TEXT2: activation position; ANC1: activating position
547,f2241d48c60194ea,activating position,activation state,G06,0.5,TEXT1: G06; TEXT2: activation state; ANC1: activating position
548,8ed41bd0deb21205,activating position,active material,G06,0.0,TEXT1: G06; TEXT2: active material; ANC1: activating position
549,fbf3be656271239a,activating position,active region,G06,0.0,TEXT1: G06; TEXT2: active region; ANC1: activating position
550,e3e55d87aa888909,activating position,active transport,G06,0.0,TEXT1: G06; TEXT2: active transport; ANC1: activating position
551,32fb4aee9c38e5f9,activating position,active working location,G06,0.5,TEXT1: G06; TEXT2: active working location; ANC1: activating position
552,8ccbdea29c0b7798,activating position,deactivating position,G06,0.25,TEXT1: G06; TEXT2: deactivating position; ANC1: activating position
553,94d3a472eb92a3d0,activating position,designated port,G06,0.25,TEXT1: G06; TEXT2: designated port; ANC1: activating position
554,294e446cfcd824d8,activating position,functional location,G06,0.5,TEXT1: G06; TEXT2: functional location; ANC1: activating position
555,4517068e81ef48bf,activating position,geoposition,G06,0.25,TEXT1: G06; TEXT2: geoposition; ANC1: activating position
556,ccfe9a005c5a7ba5,activating position,initial operative position,G06,0.5,TEXT1: G06; TEXT2: initial operative position; ANC1: activating position
557,9e99e2d5fcebfa0f,activating position,initial runner,G06,0.0,TEXT1: G06; TEXT2: initial runner; ANC1: activating position
558,563ea708f556fa8d,activating position,initial symptoms,G06,0.0,TEXT1: G06; TEXT2: initial symptoms; ANC1: activating position
559,459cfb8535038bd5,activating position,location finder,G06,0.25,TEXT1: G06; TEXT2: location finder; ANC1: activating position
560,95e983d13827933f,activating position,nodes,G06,0.25,TEXT1: G06; TEXT2: nodes; ANC1: activating position
561,6928c09ec2834ef6,activating position,operating positions,G06,0.5,TEXT1: G06; TEXT2: operating positions; ANC1: activating position
562,3e0b9c50e903f63f,activating position,operative person,G06,0.0,TEXT1: G06; TEXT2: operative person; ANC1: activating position
563,c8a232d8702877ad,activating position,positions,G06,0.5,TEXT1: G06; TEXT2: positions; ANC1: activating position
564,51da4ca78be17b5a,activating position,protected link,G06,0.25,TEXT1: G06; TEXT2: protected link; ANC1: activating position
565,a8c0dfe520797e6f,activating position,routing topology,G06,0.5,TEXT1: G06; TEXT2: routing topology; ANC1: activating position
566,5b325222ada8449b,activating position,working position,G06,0.75,TEXT1: G06; TEXT2: working position; ANC1: activating position
567,29a99812436cf029,acylate with acids,acetyl chloride,C07,0.5,TEXT1: C07; TEXT2: acetyl chloride; ANC1: acylate with acids
568,d8ee79dc58f69e4e,acylate with acids,acid functionalized acylate,C07,0.75,TEXT1: C07; TEXT2: acid functionalized acylate; ANC1: acylate with acids
569,07cc60237b36e09a,acylate with acids,acid with acyl introduction,C07,0.5,TEXT1: C07; TEXT2: acid with acyl introduction; ANC1: acylate with acids
570,a61fe22304f0c51e,acylate with acids,acidity,C07,0.0,TEXT1: C07; TEXT2: acidity; ANC1: acylate with acids
571,800670191b5a1ce4,acylate with acids,acyl groups into acid,C07,0.5,TEXT1: C07; TEXT2: acyl groups into acid; ANC1: acylate with acids
572,a62cd63eb3259492,acylate with acids,acylate,C07,0.5,TEXT1: C07; TEXT2: acylate; ANC1: acylate with acids
573,d94b01630f8c78c4,acylate with acids,acylate with chloride,C07,0.25,TEXT1: C07; TEXT2: acylate with chloride; ANC1: acylate with acids
574,3e840f4c3eb385f3,acylate with acids,acylating agent,C07,0.5,TEXT1: C07; TEXT2: acylating agent; ANC1: acylate with acids
575,6478d08ea6a84bb9,acylate with acids,acylation with acid,C07,0.5,TEXT1: C07; TEXT2: acylation with acid; ANC1: acylate with acids
576,b81638ff55641a5c,acylate with acids,bouquet,C07,0.0,TEXT1: C07; TEXT2: bouquet; ANC1: acylate with acids
577,d514f96f94da6a95,acylate with acids,cellulose acylate films,C07,0.5,TEXT1: C07; TEXT2: cellulose acylate films; ANC1: acylate with acids
578,21d33c84860ae8aa,acylate with acids,electrophile,C07,0.25,TEXT1: C07; TEXT2: electrophile; ANC1: acylate with acids
579,c9afb9ffb47c1a21,acylate with acids,fatty acids,C07,0.25,TEXT1: C07; TEXT2: fatty acids; ANC1: acylate with acids
580,1d126a4bfce05502,acylate with acids,gastric acidity,C07,0.0,TEXT1: C07; TEXT2: gastric acidity; ANC1: acylate with acids
581,3519e572bbb603ea,acylate with acids,introduction session,C07,0.0,TEXT1: C07; TEXT2: introduction session; ANC1: acylate with acids
582,ae50be9c7071a6b3,acylate with acids,metal catalysts,C07,0.25,TEXT1: C07; TEXT2: metal catalysts; ANC1: acylate with acids
583,9ec087b284418921,acylate with acids,modification,C07,0.25,TEXT1: C07; TEXT2: modification; ANC1: acylate with acids
584,79bd33a5956779a3,acylate with acids,produce cellulose acylate film,C07,0.5,TEXT1: C07; TEXT2: produce cellulose acylate film; ANC1: acylate with acids
585,32bddfe9a9b7b658,acylate with acids,self introduction,C07,0.0,TEXT1: C07; TEXT2: self introduction; ANC1: acylate with acids
586,af13e0e0b8a96cff,acylate with acids,ulcer,C07,0.0,TEXT1: C07; TEXT2: ulcer; ANC1: acylate with acids
587,4d968c23f7ac3cb6,adapt for learning,adapt for training,G16,0.75,TEXT1: G16; TEXT2: adapt for training; ANC1: adapt for learning
588,42517a4fb1db1e0e,adapt for learning,adaptation of polar bear,G16,0.0,TEXT1: G16; TEXT2: adaptation of polar bear; ANC1: adapt for learning
589,802d7def0880ba06,adapt for learning,adapted mind,G16,0.0,TEXT1: G16; TEXT2: adapted mind; ANC1: adapt for learning
590,58e422f2900573eb,adapt for learning,adapted vehicle,G16,0.0,TEXT1: G16; TEXT2: adapted vehicle; ANC1: adapt for learning
591,ea21306ca6b14f9c,adapt for learning,adapter,G16,0.0,TEXT1: G16; TEXT2: adapter; ANC1: adapt for learning
592,b81ad0cb32432c79,adapt for learning,adaptive learning,G16,0.75,TEXT1: G16; TEXT2: adaptive learning; ANC1: adapt for learning
593,bda16265afb4334c,adapt for learning,adaptive learning communication,G16,0.75,TEXT1: G16; TEXT2: adaptive learning communication; ANC1: adapt for learning
594,e6aec60a287feb9f,adapt for learning,channel of communication,G16,0.25,TEXT1: G16; TEXT2: channel of communication; ANC1: adapt for learning
595,542e79f49cb94d73,adapt for learning,charger,G16,0.0,TEXT1: G16; TEXT2: charger; ANC1: adapt for learning
596,34ef6d6ccddea99c,adapt for learning,communication channels,G16,0.25,TEXT1: G16; TEXT2: communication channels; ANC1: adapt for learning
597,a7391a72a76af463,adapt for learning,configured learning,G16,0.75,TEXT1: G16; TEXT2: configured learning; ANC1: adapt for learning
598,28fae0424e4a31b4,adapt for learning,constructive learning,G16,0.75,TEXT1: G16; TEXT2: constructive learning; ANC1: adapt for learning
599,3219bd7e9739a369,adapt for learning,food adaptation,G16,0.0,TEXT1: G16; TEXT2: food adaptation; ANC1: adapt for learning
600,41969efe07f04006,adapt for learning,language education,G16,0.25,TEXT1: G16; TEXT2: language education; ANC1: adapt for learning
601,133bdf7c31f1a9b9,adapt for learning,language learning,G16,0.25,TEXT1: G16; TEXT2: language learning; ANC1: adapt for learning
602,0190edb4d1662971,adapt for learning,provided learning,G16,0.75,TEXT1: G16; TEXT2: provided learning; ANC1: adapt for learning
603,737535b3944a0b8d,adapt for learning,provided learnings,G16,0.75,TEXT1: G16; TEXT2: provided learnings; ANC1: adapt for learning
604,2d2396d260d129c8,adapt for learning,speech communication,G16,0.25,TEXT1: G16; TEXT2: speech communication; ANC1: adapt for learning
605,aafbe036f81a4e13,adapt for learning,training,G16,0.5,TEXT1: G16; TEXT2: training; ANC1: adapt for learning
606,cc7ff5a59c586ef9,adapt for learning,use for learning,G16,0.75,TEXT1: G16; TEXT2: use for learning; ANC1: adapt for learning
607,cad315fc0098485c,adapt for learning,verbal communication,G16,0.25,TEXT1: G16; TEXT2: verbal communication; ANC1: adapt for learning
608,c63f1031952022d3,adaptive linear,adaptive,G01,0.5,TEXT1: G01; TEXT2: adaptive; ANC1: adaptive linear
609,eba413aaa16f34a4,adaptive linear,adaptive behaviour,G01,0.0,TEXT1: G01; TEXT2: adaptive behaviour; ANC1: adaptive linear
610,3ff92c1378b9759f,adaptive linear,adaptive equalizer,G01,0.25,TEXT1: G01; TEXT2: adaptive equalizer; ANC1: adaptive linear
611,cac5e4e6fb94d91d,adaptive linear,adaptive immunity,G01,0.0,TEXT1: G01; TEXT2: adaptive immunity; ANC1: adaptive linear
612,d61bae69a7e7dbba,adaptive linear,adaptive linear structured light,G01,0.75,TEXT1: G01; TEXT2: adaptive linear structured light; ANC1: adaptive linear
613,025e14bd35fbbf93,adaptive linear,adaptive modular guideway,G01,0.5,TEXT1: G01; TEXT2: adaptive modular guideway; ANC1: adaptive linear
614,575768cc62935f81,adaptive linear,adaptive radiation,G01,0.0,TEXT1: G01; TEXT2: adaptive radiation; ANC1: adaptive linear
615,723761ec30701ee5,adaptive linear,adaptive signal,G01,0.5,TEXT1: G01; TEXT2: adaptive signal; ANC1: adaptive linear
616,52f549ff13247fef,adaptive linear,adaptive skills,G01,0.0,TEXT1: G01; TEXT2: adaptive skills; ANC1: adaptive linear
617,fd8fadd477385354,adaptive linear,adaptive structure,G01,0.5,TEXT1: G01; TEXT2: adaptive structure; ANC1: adaptive linear
618,d9517c054159e8a9,adaptive linear,adjustable linear,G01,0.75,TEXT1: G01; TEXT2: adjustable linear; ANC1: adaptive linear
619,bc0bd0c8e1fe1f36,adaptive linear,array,G01,0.0,TEXT1: G01; TEXT2: array; ANC1: adaptive linear
620,64c7a6a4845c2ff7,adaptive linear,array signal,G01,0.25,TEXT1: G01; TEXT2: array signal; ANC1: adaptive linear
621,21ff424351d29680,adaptive linear,artificial neural network,G01,0.25,TEXT1: G01; TEXT2: artificial neural network; ANC1: adaptive linear
622,c1ff18bb35f951e8,adaptive linear,fixed pattern,G01,0.25,TEXT1: G01; TEXT2: fixed pattern; ANC1: adaptive linear
623,73ee8f400a56f840,adaptive linear,flexible linear,G01,0.5,TEXT1: G01; TEXT2: flexible linear; ANC1: adaptive linear
624,69ad5114df9f6cc0,adaptive linear,interpolation method,G01,0.25,TEXT1: G01; TEXT2: interpolation method; ANC1: adaptive linear
625,401fdb79d3fbcea9,adaptive linear,linear adaptive,G01,0.75,TEXT1: G01; TEXT2: linear adaptive; ANC1: adaptive linear
626,780098c1cab26b7d,adaptive linear,linear call,G01,0.0,TEXT1: G01; TEXT2: linear call; ANC1: adaptive linear
627,ca1a5511e6ba7e9c,adaptive linear,linear equation,G01,0.0,TEXT1: G01; TEXT2: linear equation; ANC1: adaptive linear
628,9d54577a09bd875a,adaptive linear,machine learning,G01,0.25,TEXT1: G01; TEXT2: machine learning; ANC1: adaptive linear
629,a275e68801420759,adaptive linear,non linear adaptive,G01,0.25,TEXT1: G01; TEXT2: non linear adaptive; ANC1: adaptive linear
630,7db0ebfad1012d8f,adaptive linear,self adaptive linear,G01,0.75,TEXT1: G01; TEXT2: self adaptive linear; ANC1: adaptive linear
631,f0be7f47854fea1c,adaptive linear,signal,G01,0.5,TEXT1: G01; TEXT2: signal; ANC1: adaptive linear
632,1db6ceba314385d2,adaptive linear,three dimensional measurement,G01,0.5,TEXT1: G01; TEXT2: three dimensional measurement; ANC1: adaptive linear
633,52a7c2fd83aeb183,adaptive linear,time invariant filter,G01,0.5,TEXT1: G01; TEXT2: time invariant filter; ANC1: adaptive linear
634,e8aa282521dc2bb6,adaptive linear,adapting,H04,0.25,TEXT1: H04; TEXT2: adapting; ANC1: adaptive linear
635,c7981eb2712b238c,adaptive linear,adapting linear,H04,1.0,TEXT1: H04; TEXT2: adapting linear; ANC1: adaptive linear
636,1f741731b5547b0d,adaptive linear,adaptive,H04,0.25,TEXT1: H04; TEXT2: adaptive; ANC1: adaptive linear
637,848eb589b62260ec,adaptive linear,adaptive filter,H04,0.25,TEXT1: H04; TEXT2: adaptive filter; ANC1: adaptive linear
638,e504ef7f72d131ae,adaptive linear,adaptive immunity,H04,0.0,TEXT1: H04; TEXT2: adaptive immunity; ANC1: adaptive linear
639,36e747730166a75d,adaptive linear,adaptive linear combiner,H04,0.5,TEXT1: H04; TEXT2: adaptive linear combiner; ANC1: adaptive linear
640,17888f3cc14fd0a3,adaptive linear,adaptive linear digital model,H04,0.5,TEXT1: H04; TEXT2: adaptive linear digital model; ANC1: adaptive linear
641,eda3e53cd65e28d5,adaptive linear,adaptive linear equalization,H04,0.5,TEXT1: H04; TEXT2: adaptive linear equalization; ANC1: adaptive linear
642,6a2f0308f283cc4c,adaptive linear,adaptive linear filter,H04,0.5,TEXT1: H04; TEXT2: adaptive linear filter; ANC1: adaptive linear
643,39b96c6464d8f4e0,adaptive linear,adaptive nature,H04,0.5,TEXT1: H04; TEXT2: adaptive nature; ANC1: adaptive linear
644,8923194a407e1d8e,adaptive linear,adaptive radiation,H04,0.0,TEXT1: H04; TEXT2: adaptive radiation; ANC1: adaptive linear
645,37027c63c5b480b2,adaptive linear,automatic linear,H04,0.75,TEXT1: H04; TEXT2: automatic linear; ANC1: adaptive linear
646,8718dc337665a636,adaptive linear,dynamic linear,H04,0.75,TEXT1: H04; TEXT2: dynamic linear; ANC1: adaptive linear
